Year,Province,Division,District,VehicleType,Class,Count
2015,Punjab,Rawalpindi,Attock,Motor Cycles/Scooters,2W,76669
2015,Punjab,Rawalpindi,Attock,Auto Rickshaws,3W,13689
2015,Punjab,Rawalpindi,Attock,Motor Cars/Jeeps/Station Wagons,4W1,5573
2015,Punjab,Rawalpindi,Attock,Motor Cars/Jeeps/Station Wagons,4W2,984
2015,Punjab,Rawalpindi,Attock,Taxis,4WT,100
2015,Punjab,Rawalpindi,Attock,Mini Buses/Buses/Flying/Luxury Coaches,BUS,160
2015,Punjab,Rawalpindi,Attock,Trucks,HDV,454
2015,Punjab,Rawalpindi,Attock,Pickups/Delivery Vans,LDV,6098
2015,Punjab,Rawalpindi,Attock,Tractors,NRV,9524
2015,Punjab,Bahawalpur,Bahawalnagar,Motor Cycles/Scooters,2W,236387
2015,Punjab,Bahawalpur,Bahawalnagar,Auto Rickshaws,3W,627
2015,Punjab,Bahawalpur,Bahawalnagar,Motor Cars/Jeeps/Station Wagons,4W1,2270
2015,Punjab,Bahawalpur,Bahawalnagar,Motor Cars/Jeeps/Station Wagons,4W2,400
2015,Punjab,Bahawalpur,Bahawalnagar,Taxis,4WT,186
2015,Punjab,Bahawalpur,Bahawalnagar,Mini Buses/Buses/Flying/Luxury Coaches,BUS,213
2015,Punjab,Bahawalpur,Bahawalnagar,Trucks,HDV,78
2015,Punjab,Bahawalpur,Bahawalnagar,Pickups/Delivery Vans,LDV,363
2015,Punjab,Bahawalpur,Bahawalnagar,Tractors,NRV,32600
2015,Punjab,Bahawalpur,Bahawalpur,Motor Cycles/Scooters,2W,375230
2015,Punjab,Bahawalpur,Bahawalpur,Auto Rickshaws,3W,5994
2015,Punjab,Bahawalpur,Bahawalpur,Motor Cars/Jeeps/Station Wagons,4W1,14723
2015,Punjab,Bahawalpur,Bahawalpur,Motor Cars/Jeeps/Station Wagons,4W2,2598
2015,Punjab,Bahawalpur,Bahawalpur,Taxis,4WT,3419
2015,Punjab,Bahawalpur,Bahawalpur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1059
2015,Punjab,Bahawalpur,Bahawalpur,Trucks,HDV,504
2015,Punjab,Bahawalpur,Bahawalpur,Pickups/Delivery Vans,LDV,3984
2015,Punjab,Bahawalpur,Bahawalpur,Tractors,NRV,26845
2015,Punjab,Sargodha,Bhakkar,Motor Cycles/Scooters,2W,92821
2015,Punjab,Sargodha,Bhakkar,Auto Rickshaws,3W,12923
2015,Punjab,Sargodha,Bhakkar,Motor Cars/Jeeps/Station Wagons,4W1,1243
2015,Punjab,Sargodha,Bhakkar,Motor Cars/Jeeps/Station Wagons,4W2,219
2015,Punjab,Sargodha,Bhakkar,Taxis,4WT,68
2015,Punjab,Sargodha,Bhakkar,Mini Buses/Buses/Flying/Luxury Coaches,BUS,244
2015,Punjab,Sargodha,Bhakkar,Trucks,HDV,33
2015,Punjab,Sargodha,Bhakkar,Pickups/Delivery Vans,LDV,272
2015,Punjab,Sargodha,Bhakkar,Tractors,NRV,9373
2015,Punjab,Rawalpindi,Chakwal,Motor Cycles/Scooters,2W,78422
2015,Punjab,Rawalpindi,Chakwal,Auto Rickshaws,3W,8270
2015,Punjab,Rawalpindi,Chakwal,Motor Cars/Jeeps/Station Wagons,4W1,4039
2015,Punjab,Rawalpindi,Chakwal,Motor Cars/Jeeps/Station Wagons,4W2,713
2015,Punjab,Rawalpindi,Chakwal,Taxis,4WT,99
2015,Punjab,Rawalpindi,Chakwal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,237
2015,Punjab,Rawalpindi,Chakwal,Trucks,HDV,124
2015,Punjab,Rawalpindi,Chakwal,Pickups/Delivery Vans,LDV,4310
2015,Punjab,Rawalpindi,Chakwal,Tractors,NRV,7449
2015,Punjab,Faisalabad,Chiniot,Motor Cycles/Scooters,2W,36756
2015,Punjab,Faisalabad,Chiniot,Auto Rickshaws,3W,5429
2015,Punjab,Faisalabad,Chiniot,Motor Cars/Jeeps/Station Wagons,4W1,137
2015,Punjab,Faisalabad,Chiniot,Motor Cars/Jeeps/Station Wagons,4W2,24
2015,Punjab,Faisalabad,Chiniot,Taxis,4WT,0
2015,Punjab,Faisalabad,Chiniot,Mini Buses/Buses/Flying/Luxury Coaches,BUS,0
2015,Punjab,Faisalabad,Chiniot,Trucks,HDV,43
2015,Punjab,Faisalabad,Chiniot,Pickups/Delivery Vans,LDV,397
2015,Punjab,Faisalabad,Chiniot,Tractors,NRV,889
2015,Punjab,D.G.Khan,D.G.Khan,Motor Cycles/Scooters,2W,376253
2015,Punjab,D.G.Khan,D.G.Khan,Auto Rickshaws,3W,580
2015,Punjab,D.G.Khan,D.G.Khan,Motor Cars/Jeeps/Station Wagons,4W1,6118
2015,Punjab,D.G.Khan,D.G.Khan,Motor Cars/Jeeps/Station Wagons,4W2,1080
2015,Punjab,D.G.Khan,D.G.Khan,Taxis,4WT,1451
2015,Punjab,D.G.Khan,D.G.Khan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,202
2015,Punjab,D.G.Khan,D.G.Khan,Trucks,HDV,250
2015,Punjab,D.G.Khan,D.G.Khan,Pickups/Delivery Vans,LDV,867
2015,Punjab,D.G.Khan,D.G.Khan,Tractors,NRV,71412
2015,Punjab,Faisalabad,Faisalabad,Motor Cycles/Scooters,2W,946623
2015,Punjab,Faisalabad,Faisalabad,Auto Rickshaws,3W,21292
2015,Punjab,Faisalabad,Faisalabad,Motor Cars/Jeeps/Station Wagons,4W1,73777
2015,Punjab,Faisalabad,Faisalabad,Motor Cars/Jeeps/Station Wagons,4W2,13020
2015,Punjab,Faisalabad,Faisalabad,Taxis,4WT,3245
2015,Punjab,Faisalabad,Faisalabad,Mini Buses/Buses/Flying/Luxury Coaches,BUS,5653
2015,Punjab,Faisalabad,Faisalabad,Trucks,HDV,4593
2015,Punjab,Faisalabad,Faisalabad,Pickups/Delivery Vans,LDV,11943
2015,Punjab,Faisalabad,Faisalabad,Tractors,NRV,30476
2015,Punjab,Gujranwala,Gujranwala,Motor Cycles/Scooters,2W,608883
2015,Punjab,Gujranwala,Gujranwala,Auto Rickshaws,3W,7096
2015,Punjab,Gujranwala,Gujranwala,Motor Cars/Jeeps/Station Wagons,4W1,21251
2015,Punjab,Gujranwala,Gujranwala,Motor Cars/Jeeps/Station Wagons,4W2,3750
2015,Punjab,Gujranwala,Gujranwala,Taxis,4WT,2691
2015,Punjab,Gujranwala,Gujranwala,Mini Buses/Buses/Flying/Luxury Coaches,BUS,2041
2015,Punjab,Gujranwala,Gujranwala,Trucks,HDV,1420
2015,Punjab,Gujranwala,Gujranwala,Pickups/Delivery Vans,LDV,9037
2015,Punjab,Gujranwala,Gujranwala,Tractors,NRV,31421
2015,Punjab,Gujranwala,Gujrat,Motor Cycles/Scooters,2W,315640
2015,Punjab,Gujranwala,Gujrat,Auto Rickshaws,3W,4824
2015,Punjab,Gujranwala,Gujrat,Motor Cars/Jeeps/Station Wagons,4W1,8407
2015,Punjab,Gujranwala,Gujrat,Motor Cars/Jeeps/Station Wagons,4W2,1484
2015,Punjab,Gujranwala,Gujrat,Taxis,4WT,422
2015,Punjab,Gujranwala,Gujrat,Mini Buses/Buses/Flying/Luxury Coaches,BUS,2134
2015,Punjab,Gujranwala,Gujrat,Trucks,HDV,610
2015,Punjab,Gujranwala,Gujrat,Pickups/Delivery Vans,LDV,2575
2015,Punjab,Gujranwala,Gujrat,Tractors,NRV,19580
2015,Punjab,Gujranwala,Hafizabad,Motor Cycles/Scooters,2W,63646
2015,Punjab,Gujranwala,Hafizabad,Auto Rickshaws,3W,27
2015,Punjab,Gujranwala,Hafizabad,Motor Cars/Jeeps/Station Wagons,4W1,300
2015,Punjab,Gujranwala,Hafizabad,Motor Cars/Jeeps/Station Wagons,4W2,53
2015,Punjab,Gujranwala,Hafizabad,Taxis,4WT,0
2015,Punjab,Gujranwala,Hafizabad,Mini Buses/Buses/Flying/Luxury Coaches,BUS,14
2015,Punjab,Gujranwala,Hafizabad,Trucks,HDV,6
2015,Punjab,Gujranwala,Hafizabad,Pickups/Delivery Vans,LDV,264
2015,Punjab,Gujranwala,Hafizabad,Tractors,NRV,5771
2015,Punjab,Faisalabad,Jhang,Motor Cycles/Scooters,2W,169255
2015,Punjab,Faisalabad,Jhang,Auto Rickshaws,3W,11278
2015,Punjab,Faisalabad,Jhang,Motor Cars/Jeeps/Station Wagons,4W1,2984
2015,Punjab,Faisalabad,Jhang,Motor Cars/Jeeps/Station Wagons,4W2,526
2015,Punjab,Faisalabad,Jhang,Taxis,4WT,130
2015,Punjab,Faisalabad,Jhang,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1127
2015,Punjab,Faisalabad,Jhang,Trucks,HDV,455
2015,Punjab,Faisalabad,Jhang,Pickups/Delivery Vans,LDV,1069
2015,Punjab,Faisalabad,Jhang,Tractors,NRV,25938
2015,Punjab,Rawalpindi,Jhelum,Motor Cycles/Scooters,2W,167159
2015,Punjab,Rawalpindi,Jhelum,Auto Rickshaws,3W,12097
2015,Punjab,Rawalpindi,Jhelum,Motor Cars/Jeeps/Station Wagons,4W1,15077
2015,Punjab,Rawalpindi,Jhelum,Motor Cars/Jeeps/Station Wagons,4W2,2661
2015,Punjab,Rawalpindi,Jhelum,Taxis,4WT,234
2015,Punjab,Rawalpindi,Jhelum,Mini Buses/Buses/Flying/Luxury Coaches,BUS,632
2015,Punjab,Rawalpindi,Jhelum,Trucks,HDV,958
2015,Punjab,Rawalpindi,Jhelum,Pickups/Delivery Vans,LDV,8510
2015,Punjab,Rawalpindi,Jhelum,Tractors,NRV,6523
2015,Punjab,Lahore,Kasur,Motor Cycles/Scooters,2W,19818
2015,Punjab,Lahore,Kasur,Auto Rickshaws,3W,1825
2015,Punjab,Lahore,Kasur,Motor Cars/Jeeps/Station Wagons,4W1,673
2015,Punjab,Lahore,Kasur,Motor Cars/Jeeps/Station Wagons,4W2,119
2015,Punjab,Lahore,Kasur,Taxis,4WT,170
2015,Punjab,Lahore,Kasur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,259
2015,Punjab,Lahore,Kasur,Trucks,HDV,174
2015,Punjab,Lahore,Kasur,Pickups/Delivery Vans,LDV,633
2015,Punjab,Lahore,Kasur,Tractors,NRV,31519
2015,Punjab,Multan,Khanewal,Motor Cycles/Scooters,2W,198979
2015,Punjab,Multan,Khanewal,Auto Rickshaws,3W,334
2015,Punjab,Multan,Khanewal,Motor Cars/Jeeps/Station Wagons,4W1,2184
2015,Punjab,Multan,Khanewal,Motor Cars/Jeeps/Station Wagons,4W2,385
2015,Punjab,Multan,Khanewal,Taxis,4WT,516
2015,Punjab,Multan,Khanewal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,39
2015,Punjab,Multan,Khanewal,Trucks,HDV,69
2015,Punjab,Multan,Khanewal,Pickups/Delivery Vans,LDV,261
2015,Punjab,Multan,Khanewal,Tractors,NRV,24651
2015,Punjab,Sargodha,Khushab,Motor Cycles/Scooters,2W,82186
2015,Punjab,Sargodha,Khushab,Auto Rickshaws,3W,9643
2015,Punjab,Sargodha,Khushab,Motor Cars/Jeeps/Station Wagons,4W1,1250
2015,Punjab,Sargodha,Khushab,Motor Cars/Jeeps/Station Wagons,4W2,220
2015,Punjab,Sargodha,Khushab,Taxis,4WT,23
2015,Punjab,Sargodha,Khushab,Mini Buses/Buses/Flying/Luxury Coaches,BUS,367
2015,Punjab,Sargodha,Khushab,Trucks,HDV,261
2015,Punjab,Sargodha,Khushab,Pickups/Delivery Vans,LDV,643
2015,Punjab,Sargodha,Khushab,Tractors,NRV,14037
2015,Punjab,Lahore,Lahore,Motor Cycles/Scooters,2W,2763872
2015,Punjab,Lahore,Lahore,Auto Rickshaws,3W,149562
2015,Punjab,Lahore,Lahore,Motor Cars/Jeeps/Station Wagons,4W1,909707
2015,Punjab,Lahore,Lahore,Motor Cars/Jeeps/Station Wagons,4W2,160536
2015,Punjab,Lahore,Lahore,Taxis,4WT,17404
2015,Punjab,Lahore,Lahore,Mini Buses/Buses/Flying/Luxury Coaches,BUS,50519
2015,Punjab,Lahore,Lahore,Trucks,HDV,29042
2015,Punjab,Lahore,Lahore,Pickups/Delivery Vans,LDV,93667
2015,Punjab,Lahore,Lahore,Tractors,NRV,47356
2015,Punjab,D.G.Khan,Layyah,Motor Cycles/Scooters,2W,117400
2015,Punjab,D.G.Khan,Layyah,Auto Rickshaws,3W,2645
2015,Punjab,D.G.Khan,Layyah,Motor Cars/Jeeps/Station Wagons,4W1,3220
2015,Punjab,D.G.Khan,Layyah,Motor Cars/Jeeps/Station Wagons,4W2,568
2015,Punjab,D.G.Khan,Layyah,Taxis,4WT,121
2015,Punjab,D.G.Khan,Layyah,Mini Buses/Buses/Flying/Luxury Coaches,BUS,99
2015,Punjab,D.G.Khan,Layyah,Trucks,HDV,45
2015,Punjab,D.G.Khan,Layyah,Pickups/Delivery Vans,LDV,398
2015,Punjab,D.G.Khan,Layyah,Tractors,NRV,12918
2015,Punjab,Multan,Lodhran,Motor Cycles/Scooters,2W,57327
2015,Punjab,Multan,Lodhran,Auto Rickshaws,3W,682
2015,Punjab,Multan,Lodhran,Motor Cars/Jeeps/Station Wagons,4W1,2025
2015,Punjab,Multan,Lodhran,Motor Cars/Jeeps/Station Wagons,4W2,357
2015,Punjab,Multan,Lodhran,Taxis,4WT,110
2015,Punjab,Multan,Lodhran,Mini Buses/Buses/Flying/Luxury Coaches,BUS,39
2015,Punjab,Multan,Lodhran,Trucks,HDV,42
2015,Punjab,Multan,Lodhran,Pickups/Delivery Vans,LDV,140
2015,Punjab,Multan,Lodhran,Tractors,NRV,13753
2015,Punjab,Gujranwala,M.B.Din,Motor Cycles/Scooters,2W,115265
2015,Punjab,Gujranwala,M.B.Din,Auto Rickshaws,3W,1335
2015,Punjab,Gujranwala,M.B.Din,Motor Cars/Jeeps/Station Wagons,4W1,652
2015,Punjab,Gujranwala,M.B.Din,Motor Cars/Jeeps/Station Wagons,4W2,115
2015,Punjab,Gujranwala,M.B.Din,Taxis,4WT,10
2015,Punjab,Gujranwala,M.B.Din,Mini Buses/Buses/Flying/Luxury Coaches,BUS,39
2015,Punjab,Gujranwala,M.B.Din,Trucks,HDV,19
2015,Punjab,Gujranwala,M.B.Din,Pickups/Delivery Vans,LDV,253
2015,Punjab,Gujranwala,M.B.Din,Tractors,NRV,7323
2015,Punjab,Sargodha,Mianwali,Motor Cycles/Scooters,2W,134664
2015,Punjab,Sargodha,Mianwali,Auto Rickshaws,3W,4850
2015,Punjab,Sargodha,Mianwali,Motor Cars/Jeeps/Station Wagons,4W1,2292
2015,Punjab,Sargodha,Mianwali,Motor Cars/Jeeps/Station Wagons,4W2,404
2015,Punjab,Sargodha,Mianwali,Taxis,4WT,225
2015,Punjab,Sargodha,Mianwali,Mini Buses/Buses/Flying/Luxury Coaches,BUS,163
2015,Punjab,Sargodha,Mianwali,Trucks,HDV,1173
2015,Punjab,Sargodha,Mianwali,Pickups/Delivery Vans,LDV,2374
2015,Punjab,Sargodha,Mianwali,Tractors,NRV,9647
2015,Punjab,Multan,Multan,Motor Cycles/Scooters,2W,948852
2015,Punjab,Multan,Multan,Auto Rickshaws,3W,10392
2015,Punjab,Multan,Multan,Motor Cars/Jeeps/Station Wagons,4W1,127741
2015,Punjab,Multan,Multan,Motor Cars/Jeeps/Station Wagons,4W2,22542
2015,Punjab,Multan,Multan,Taxis,4WT,5580
2015,Punjab,Multan,Multan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,6847
2015,Punjab,Multan,Multan,Trucks,HDV,3388
2015,Punjab,Multan,Multan,Pickups/Delivery Vans,LDV,14032
2015,Punjab,Multan,Multan,Tractors,NRV,48463
2015,Punjab,D.G.Khan,Muzaffargarh,Motor Cycles/Scooters,2W,115853
2015,Punjab,D.G.Khan,Muzaffargarh,Auto Rickshaws,3W,766
2015,Punjab,D.G.Khan,Muzaffargarh,Motor Cars/Jeeps/Station Wagons,4W1,3558
2015,Punjab,D.G.Khan,Muzaffargarh,Motor Cars/Jeeps/Station Wagons,4W2,628
2015,Punjab,D.G.Khan,Muzaffargarh,Taxis,4WT,129
2015,Punjab,D.G.Khan,Muzaffargarh,Mini Buses/Buses/Flying/Luxury Coaches,BUS,297
2015,Punjab,D.G.Khan,Muzaffargarh,Trucks,HDV,459
2015,Punjab,D.G.Khan,Muzaffargarh,Pickups/Delivery Vans,LDV,352
2015,Punjab,D.G.Khan,Muzaffargarh,Tractors,NRV,20821
2015,Punjab,Lahore,Nankana Sahib,Motor Cycles/Scooters,2W,24211
2015,Punjab,Lahore,Nankana Sahib,Auto Rickshaws,3W,31
2015,Punjab,Lahore,Nankana Sahib,Motor Cars/Jeeps/Station Wagons,4W1,125
2015,Punjab,Lahore,Nankana Sahib,Motor Cars/Jeeps/Station Wagons,4W2,22
2015,Punjab,Lahore,Nankana Sahib,Taxis,4WT,0
2015,Punjab,Lahore,Nankana Sahib,Mini Buses/Buses/Flying/Luxury Coaches,BUS,8
2015,Punjab,Lahore,Nankana Sahib,Trucks,HDV,18
2015,Punjab,Lahore,Nankana Sahib,Pickups/Delivery Vans,LDV,44
2015,Punjab,Lahore,Nankana Sahib,Tractors,NRV,1696
2015,Punjab,Gujranwala,Narowal,Motor Cycles/Scooters,2W,53025
2015,Punjab,Gujranwala,Narowal,Auto Rickshaws,3W,866
2015,Punjab,Gujranwala,Narowal,Motor Cars/Jeeps/Station Wagons,4W1,194
2015,Punjab,Gujranwala,Narowal,Motor Cars/Jeeps/Station Wagons,4W2,34
2015,Punjab,Gujranwala,Narowal,Taxis,4WT,365
2015,Punjab,Gujranwala,Narowal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,34
2015,Punjab,Gujranwala,Narowal,Trucks,HDV,4
2015,Punjab,Gujranwala,Narowal,Pickups/Delivery Vans,LDV,222
2015,Punjab,Gujranwala,Narowal,Tractors,NRV,8847
2015,Punjab,Sahiwal,Okara,Motor Cycles/Scooters,2W,184691
2015,Punjab,Sahiwal,Okara,Auto Rickshaws,3W,1264
2015,Punjab,Sahiwal,Okara,Motor Cars/Jeeps/Station Wagons,4W1,2818
2015,Punjab,Sahiwal,Okara,Motor Cars/Jeeps/Station Wagons,4W2,497
2015,Punjab,Sahiwal,Okara,Taxis,4WT,0
2015,Punjab,Sahiwal,Okara,Mini Buses/Buses/Flying/Luxury Coaches,BUS,422
2015,Punjab,Sahiwal,Okara,Trucks,HDV,581
2015,Punjab,Sahiwal,Okara,Pickups/Delivery Vans,LDV,941
2015,Punjab,Sahiwal,Okara,Tractors,NRV,24331
2015,Punjab,Sahiwal,Pakpattan,Motor Cycles/Scooters,2W,69422
2015,Punjab,Sahiwal,Pakpattan,Auto Rickshaws,3W,42
2015,Punjab,Sahiwal,Pakpattan,Motor Cars/Jeeps/Station Wagons,4W1,1251
2015,Punjab,Sahiwal,Pakpattan,Motor Cars/Jeeps/Station Wagons,4W2,221
2015,Punjab,Sahiwal,Pakpattan,Taxis,4WT,0
2015,Punjab,Sahiwal,Pakpattan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,265
2015,Punjab,Sahiwal,Pakpattan,Trucks,HDV,27
2015,Punjab,Sahiwal,Pakpattan,Pickups/Delivery Vans,LDV,240
2015,Punjab,Sahiwal,Pakpattan,Tractors,NRV,9236
2015,Punjab,Bahawalpur,R.Y.Khan,Motor Cycles/Scooters,2W,541594
2015,Punjab,Bahawalpur,R.Y.Khan,Auto Rickshaws,3W,247
2015,Punjab,Bahawalpur,R.Y.Khan,Motor Cars/Jeeps/Station Wagons,4W1,11061
2015,Punjab,Bahawalpur,R.Y.Khan,Motor Cars/Jeeps/Station Wagons,4W2,1952
2015,Punjab,Bahawalpur,R.Y.Khan,Taxis,4WT,143
2015,Punjab,Bahawalpur,R.Y.Khan,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1161
2015,Punjab,Bahawalpur,R.Y.Khan,Trucks,HDV,497
2015,Punjab,Bahawalpur,R.Y.Khan,Pickups/Delivery Vans,LDV,4295
2015,Punjab,Bahawalpur,R.Y.Khan,Tractors,NRV,42656
2015,Punjab,D.G.Khan,Rajanpur,Motor Cycles/Scooters,2W,37077
2015,Punjab,D.G.Khan,Rajanpur,Auto Rickshaws,3W,0
2015,Punjab,D.G.Khan,Rajanpur,Motor Cars/Jeeps/Station Wagons,4W1,668
2015,Punjab,D.G.Khan,Rajanpur,Motor Cars/Jeeps/Station Wagons,4W2,118
2015,Punjab,D.G.Khan,Rajanpur,Taxis,4WT,190
2015,Punjab,D.G.Khan,Rajanpur,Mini Buses/Buses/Flying/Luxury Coaches,BUS,53
2015,Punjab,D.G.Khan,Rajanpur,Trucks,HDV,31
2015,Punjab,D.G.Khan,Rajanpur,Pickups/Delivery Vans,LDV,296
2015,Punjab,D.G.Khan,Rajanpur,Tractors,NRV,2901
2015,Punjab,Rawalpindi,Rawalpindi,Motor Cycles/Scooters,2W,557330
2015,Punjab,Rawalpindi,Rawalpindi,Auto Rickshaws,3W,20264
2015,Punjab,Rawalpindi,Rawalpindi,Motor Cars/Jeeps/Station Wagons,4W1,108348
2015,Punjab,Rawalpindi,Rawalpindi,Motor Cars/Jeeps/Station Wagons,4W2,19120
2015,Punjab,Rawalpindi,Rawalpindi,Taxis,4WT,6825
2015,Punjab,Rawalpindi,Rawalpindi,Mini Buses/Buses/Flying/Luxury Coaches,BUS,20362
2015,Punjab,Rawalpindi,Rawalpindi,Trucks,HDV,9739
2015,Punjab,Rawalpindi,Rawalpindi,Pickups/Delivery Vans,LDV,38862
2015,Punjab,Rawalpindi,Rawalpindi,Tractors,NRV,4313
2015,Punjab,Sahiwal,Sahiwal,Motor Cycles/Scooters,2W,291990
2015,Punjab,Sahiwal,Sahiwal,Auto Rickshaws,3W,626
2015,Punjab,Sahiwal,Sahiwal,Motor Cars/Jeeps/Station Wagons,4W1,9539
2015,Punjab,Sahiwal,Sahiwal,Motor Cars/Jeeps/Station Wagons,4W2,1683
2015,Punjab,Sahiwal,Sahiwal,Taxis,4WT,2797
2015,Punjab,Sahiwal,Sahiwal,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1114
2015,Punjab,Sahiwal,Sahiwal,Trucks,HDV,1530
2015,Punjab,Sahiwal,Sahiwal,Pickups/Delivery Vans,LDV,2350
2015,Punjab,Sahiwal,Sahiwal,Tractors,NRV,55065
2015,Punjab,Sargodha,Sargodha,Motor Cycles/Scooters,2W,377499
2015,Punjab,Sargodha,Sargodha,Auto Rickshaws,3W,21965
2015,Punjab,Sargodha,Sargodha,Motor Cars/Jeeps/Station Wagons,4W1,10522
2015,Punjab,Sargodha,Sargodha,Motor Cars/Jeeps/Station Wagons,4W2,1857
2015,Punjab,Sargodha,Sargodha,Taxis,4WT,1421
2015,Punjab,Sargodha,Sargodha,Mini Buses/Buses/Flying/Luxury Coaches,BUS,2432
2015,Punjab,Sargodha,Sargodha,Trucks,HDV,1274
2015,Punjab,Sargodha,Sargodha,Pickups/Delivery Vans,LDV,5727
2015,Punjab,Sargodha,Sargodha,Tractors,NRV,34610
2015,Punjab,Lahore,Sheikhupura,Motor Cycles/Scooters,2W,41061
2015,Punjab,Lahore,Sheikhupura,Auto Rickshaws,3W,3256
2015,Punjab,Lahore,Sheikhupura,Motor Cars/Jeeps/Station Wagons,4W1,3936
2015,Punjab,Lahore,Sheikhupura,Motor Cars/Jeeps/Station Wagons,4W2,694
2015,Punjab,Lahore,Sheikhupura,Taxis,4WT,310
2015,Punjab,Lahore,Sheikhupura,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1067
2015,Punjab,Lahore,Sheikhupura,Trucks,HDV,563
2015,Punjab,Lahore,Sheikhupura,Pickups/Delivery Vans,LDV,786
2015,Punjab,Lahore,Sheikhupura,Tractors,NRV,26531
2015,Punjab,Gujranwala,Sialkot,Motor Cycles/Scooters,2W,481974
2015,Punjab,Gujranwala,Sialkot,Auto Rickshaws,3W,10180
2015,Punjab,Gujranwala,Sialkot,Motor Cars/Jeeps/Station Wagons,4W1,26028
2015,Punjab,Gujranwala,Sialkot,Motor Cars/Jeeps/Station Wagons,4W2,4593
2015,Punjab,Gujranwala,Sialkot,Taxis,4WT,581
2015,Punjab,Gujranwala,Sialkot,Mini Buses/Buses/Flying/Luxury Coaches,BUS,1588
2015,Punjab,Gujranwala,Sialkot,Trucks,HDV,727
2015,Punjab,Gujranwala,Sialkot,Pickups/Delivery Vans,LDV,8561
2015,Punjab,Gujranwala,Sialkot,Tractors,NRV,26231
2015,Punjab,Faisalabad,T.T.Singh,Motor Cycles/Scooters,2W,161418
2015,Punjab,Faisalabad,T.T.Singh,Auto Rickshaws,3W,2076
2015,Punjab,Faisalabad,T.T.Singh,Motor Cars/Jeeps/Station Wagons,4W1,1573
2015,Punjab,Faisalabad,T.T.Singh,Motor Cars/Jeeps/Station Wagons,4W2,278
2015,Punjab,Faisalabad,T.T.Singh,Taxis,4WT,108
2015,Punjab,Faisalabad,T.T.Singh,Mini Buses/Buses/Flying/Luxury Coaches,BUS,115
2015,Punjab,Faisalabad,T.T.Singh,Trucks,HDV,94
2015,Punjab,Faisalabad,T.T.Singh,Pickups/Delivery Vans,LDV,273
2015,Punjab,Faisalabad,T.T.Singh,Tractors,NRV,14768
2015,Punjab,Multan,Vehari,Motor Cycles/Scooters,2W,299564
2015,Punjab,Multan,Vehari,Auto Rickshaws,3W,2
2015,Punjab,Multan,Vehari,Motor Cars/Jeeps/Station Wagons,4W1,4088
2015,Punjab,Multan,Vehari,Motor Cars/Jeeps/Station Wagons,4W2,722
2015,Punjab,Multan,Vehari,Taxis,4WT,1006
2015,Punjab,Multan,Vehari,Mini Buses/Buses/Flying/Luxury Coaches,BUS,120
2015,Punjab,Multan,Vehari,Trucks,HDV,101
2015,Punjab,Multan,Vehari,Pickups/Delivery Vans,LDV,515
2015,Punjab,Multan,Vehari,Tractors,NRV,40251
2016,Punjab,Rawalpindi,Attock,Motor Cycles/Scooters,2W,98486
2016,Punjab,Rawalpindi,Attock,Auto Rickshaws,3W,17571
2016,Punjab,Rawalpindi,Attock,Motor Cars/Jeeps/Station Wagons,4W1,5930
2016,Punjab,Rawalpindi,Attock,Motor Cars/Jeeps/Station Wagons,4W2,1047
2016,Punjab,Rawalpindi,Attock,Taxis,4WT,100
2016,Punjab,Rawalpindi,Attock,Mini Buses/Buses/Flying/Luxury Coaches,BUS,156
2016,Punjab,Rawalpindi,Attock,Trucks,HDV,495
2016,Punjab,Rawalpindi,Attock,Pickups/Delivery Vans,LDV,6125
2016,Punjab,Rawalpindi,Attock,Tractors,NRV,10089
2016,Punjab,Bahawalpur,Bahawalnagar,Motor Cycles/Scooters,2W,286256
2016,Punjab,Bahawalpur,Bahawalnagar,Auto Rickshaws,3W,702
2016,Punjab,Bahawalpur,Bahawalnagar,Motor Cars/Jeeps/Station Wagons,4W1,2511
2016,Punjab,Bahawalpur,Bahawalnagar,Motor Cars/Jeeps/Station Wagons,4W2,443
2016,Punjab,Bahawalpur,Bahawalnagar,Taxis,4WT,186
2016,Punjab,Bahawalpur,Bahawalnagar,Mini Buses/Buses/Flying/Luxury Coaches,BUS,284
2016,Punjab,Bahawalpur,Bahawalnagar,Trucks,HDV,78
2016,Punjab,Bahawalpur,Bahawalnagar,Pickups/Delivery Vans,LDV,410
2016,Punjab,Bahawalpur,Bahawalnagar,Tractors,NRV,34632
2016,Punjab,Bahawalpur,Bahawalpur,Motor Cycles/Scooters,2W,449986
2016,Punjab,Bahawalpur,Bahawalpur,Auto Rickshaws,3W,7268
2016,Punjab,Bahawalpur,Bahawalpur,Motor Cars/Jeeps/Station Wagons,4W1,22244
2016,Punjab,Bahawalpur,Bahawalpur,Motor Cars/Jeeps/Station Wagons,4W2,3925
